
centrality decreasing tag list: 
[service]= -> 0.0118266486234
[contract]= -> 0.011565374816
[number]= -> 0.0108581629492
[connection]= -> 0.0108147958862
[name]= -> 0.0107465033379
[provider]= -> 0.010636370811
[information]= -> 0.010548664898
[line]= -> 0.0105102276798
[day]= -> 0.0103907166415
[week]= -> 0.0103358094816
[counter]= -> 0.0102905625985
[domain]= -> 0.0102695336816
[detail]= -> 0.010220205426
[report]= -> 0.0101985054828
[dodo]= -> 0.0101637539549
[id]= -> 0.0101630161378
[phone]= -> 0.0101039494691
[loss]= -> 0.0100386453466
[range]= -> 0.0100079385803
[month]= -> 0.00995958162636
[exchange]= -> 0.00992418782926
[request]= -> 0.00989819327967
[property]= -> 0.00986394652556
[entrance]= -> 0.00985536950608
[stat]= -> 0.00983615409543
[block]= -> 0.00974393027979
[transaction]= -> 0.00973249454441
[Internet]= -> 0.00969461518281
[network]= -> 0.00964836055181
[provision]= -> 0.0096421399748
[value]= -> 0.00962240999368
[zone]= -> 0.00958282381908
[point]= -> 0.00952591708492
[country]= -> 0.00951876610224
[add-on]= -> 0.00950615154143
[belt]= -> 0.00947991841005
[master]= -> 0.00947991841005
[goal]= -> 0.00945575745427
[management]= -> 0.00939365747473
[method]= -> 0.00932085134533
[status]= -> 0.00931553791165
[user]= -> 0.00926387287549
[system]= -> 0.00910830352852
[blog]= -> 0.00904463757963
[session]= -> 0.00901210138845
[advice]= -> 0.00899197880426
[task]= -> 0.00895003710157
[message]= -> 0.00894476792228
[hour]= -> 0.00886690021332
[forum]= -> 0.00883414084675
[key]= -> 0.00881291614103
[resource]= -> 0.00857954007537
[tag]= -> 0.00857524322704
[document]= -> 0.00855121230166
[doc]= -> 0.00854787886082
[bill]= -> 0.00854692410892
[net]= -> 0.00854692410892
[code]= -> 0.0084713521355
[student]= -> 0.00844570525676
[info]= -> 0.00841807635744
[site]= -> 0.00840372026232
[friend]= -> 0.00840242002326
[space]= -> 0.00839160443449
[image]= -> 0.00838777022682
[version]= -> 0.00835800272591
[file]= -> 0.00833135197012
[e-mail]= -> 0.00832260523509
[region]= -> 0.00830912702293
[handle]= -> 0.00827795006985
[date]= -> 0.00825628350807
[folder]= -> 0.00821313089285
[location]= -> 0.00820087949176
[format]= -> 0.00811711451243
[URL]= -> 0.00800988980767
[photo]= -> 0.00798430645588
[gain]= -> 0.00785372410669
[event]= -> 0.00784523802978
[telco]= -> 0.00783704023696
